Order_ID,Order_Date,Customer_Name,Gender,Age,City,State,Region,Product,Category,Sub_Category,Salesperson,Quantity,Unit_Price,Discount,Sales_Amount,Profit,Payment_Mode,Order_Status,Delivery_Status
ORD00046,2025-01-23,Rohan Desai,Male,54,Vadodara,Gujarat,West,Laptop,Electronics,Computers,Riya Desai,5,47300.0,20,189200.0,22602.78,Cash,Completed,Delivered
ORD00047,2025-10-15,Anaya Kapoor,Female,45,Bhopal,Madhya Pradesh,Central,Jeans,Fashion,Clothing,Meera Mehta,1,1700.0,20,0.0,0.0,UPI,Cancelled,Cancelled
ORD00048,2025-04-22,Kabir Shah,Male,40,Surat,Gujarat,West,Headphones,Electronics,Accessories,Vivaan Desai,3,3200.0,15,8160.0,1003.04,Debit Card,Completed,In Transit
ORD00049,2025-11-04,Rohan Singh,Male,55,Surat,Gujarat,West,Office Chair,Furniture,Office,Aarav Shah,3,16600.0,10,44820.0,4283.73,Cash,Completed,Delivered
ORD00050,2025-02-03,Meera Desai,Female,19,Bengaluru,Karnataka,South,Sunglasses,Accessories,Eyewear,Rohan Mehta,1,6700.0,5,6365.0,725.45,Credit Card,Completed,Delivered
ORD00051,2025-05-02,Diya Desai,Male,36,Indore,Madhya Pradesh,Central,Office Chair,Furniture,Office,Vivaan Desai,4,6500.0,10,23400.0,3829.67,UPI,Completed,Delivered
ORD00052,2025-03-14,Riya Desai,Female,39,Bengaluru,Karnataka,South,Washing Machine,Appliances,Laundry Appliances,Meera Mehta,1,43100.0,10,38790.0,-2435.4,Net Banking,Returned,Returned
ORD00053,2025-01-14,Meera Kapoor,Female,45,Indore,Madhya Pradesh,Central,Backpack,Fashion,Bags,Arjun Patel,2,4000.0,0,8000.0,591.9,Credit Card,Completed,Delivered
ORD00054,2025-10-21,Diya Patel,Male,32,Surat,Gujarat,West,Running Shoes,Fashion,Footwear,Kabir Joshi,2,1700.0,5,3230.0,537.4,Debit Card,Completed,Delivered
ORD00055,2025-07-31,Aarav Desai,Male,21,Bengaluru,Karnataka,South,Air Conditioner,Appliances,Cooling,Riya Desai,1,72000.0,0,72000.0,-2936.06,Cash,Returned,Returned
ORD00056,2025-06-29,Vivaan Kapoor,Female,51,Chennai,Tamil Nadu,South,Watch,Accessories,Watches,Meera Mehta,4,8800.0,10,31680.0,3908.67,Credit Card,Completed,Delivered
ORD00057,2025-11-27,Anaya Kapoor,Female,47,Nagpur,Maharashtra,West,Refrigerator,Appliances,Kitchen Appliances,Meera Mehta,1,34600.0,0,34600.0,-2175.72,Net Banking,Returned,Returned
ORD00058,2025-04-04,Ishita Kapoor,Female,55,Vadodara,Gujarat,West,Sunglasses,Accessories,Eyewear,Rohan Mehta,5,6900.0,0,34500.0,4308.35,Cash,Completed,Delayed
ORD00059,2025-07-31,Anaya Mehta,Male,37,Surat,Gujarat,West,T-Shirt,Fashion,Clothing,Aarav Shah,3,1600.0,5,4560.0,349.57,Credit Card,Completed,Delayed
ORD00060,2025-06-27,Rohan Shah,Female,27,Ahmedabad,Gujarat,West,Jeans,Fashion,Clothing,Vivaan Desai,5,3100.0,20,0.0,0.0,UPI,Cancelled,Cancelled
ORD00061,2025-09-22,Kabir Shah,Male,32,Hyderabad,Telangana,South,Smartphone,Electronics,Mobiles,Meera Mehta,5,48300.0,0,0.0,0.0,Debit Card,Cancelled,Cancelled
ORD00062,2025-03-17,Kabir Patel,Male,52,Vadodara,Gujarat,West,Backpack,Fashion,Bags,Aarav Shah,5,3900.0,25,14625.0,-1666.73,Debit Card,Returned,Returned
ORD00063,2025-05-12,Riya Kapoor,Male,59,Jaipur,Rajasthan,North,Office Chair,Furniture,Office,Kabir Joshi,1,14500.0,15,12325.0,879.44,Debit Card,Completed,In Transit
ORD00064,2025-11-05,Arjun Patel,Female,57,Jaipur,Rajasthan,North,Air Conditioner,Appliances,Cooling,Rohan Mehta,3,61200.0,10,165240.0,13250.21,Credit Card,Completed,In Transit
ORD00065,2025-08-19,Anaya Kapoor,Male,53,Nagpur,Maharashtra,West,Washing Machine,Appliances,Laundry Appliances,Ishita Shah,3,47500.0,10,128250.0,19650.88,Debit Card,Completed,Delivered
ORD00066,2025-08-04,Anaya Desai,Female,32,Pune,Maharashtra,West,Laptop,Electronics,Computers,Meera Mehta,4,67800.0,15,230520.0,34140.61,UPI,Completed,Delivered
ORD00067,2025-01-11,Vivaan Joshi,Female,27,Lucknow,Uttar Pradesh,North,Television,Electronics,Home Entertainment,Meera Mehta,4,75200.0,0,300800.0,42176.16,Credit Card,Completed,Delivered
ORD00068,2025-07-29,Meera Kapoor,Male,50,Jaipur,Rajasthan,North,T-Shirt,Fashion,Clothing,Meera Mehta,2,2400.0,5,0.0,0.0,Net Banking,Cancelled,Cancelled
ORD00069,2025-04-16,Meera Singh,Male,45,Hyderabad,Telangana,South,Bed,Furniture,Bedroom,Riya Desai,4,56100.0,15,0.0,0.0,UPI,Cancelled,Cancelled
ORD00070,2025-07-01,Riya Kapoor,Male,18,Chandigarh,Chandigarh,North,Jeans,Fashion,Clothing,Ishita Shah,1,4700.0,10,4230.0,-216.71,Credit Card,Returned,Returned
ORD00071,2025-03-04,Kabir Mehta,Female,42,Jaipur,Rajasthan,North,T-Shirt,Fashion,Clothing,Riya Desai,5,1300.0,15,5525.0,852.9,Net Banking,Completed,Delivered
ORD00072,2025-01-25,Ishita Verma,Male,23,Surat,Gujarat,West,Air Conditioner,Appliances,Cooling,Vivaan Desai,2,54000.0,20,86400.0,4688.93,Net Banking,Completed,Delayed
ORD00073,2025-03-04,Ishita Kapoor,Male,57,Bhopal,Madhya Pradesh,Central,Office Chair,Furniture,Office,Aarav Shah,2,4200.0,15,7140.0,1249.07,UPI,Completed,Delivered
ORD00074,2025-01-18,Meera Mehta,Male,31,Chennai,Tamil Nadu,South,Sunglasses,Accessories,Eyewear,Rohan Mehta,3,5700.0,10,15390.0,-725.82,Credit Card,Returned,Returned
ORD00075,2025-10-15,Arjun Mehta,Female,27,Surat,Gujarat,West,Backpack,Fashion,Bags,Rohan Mehta,2,2600.0,15,4420.0,325.54,Debit Card,Completed,In Transit
ORD00076,2025-09-06,Meera Kapoor,Male,54,Ahmedabad,Gujarat,West,Watch,Accessories,Watches,Rohan Mehta,5,7000.0,10,31500.0,2521.25,Net Banking,Completed,Delivered
ORD00077,2025-06-14,Anaya Joshi,Female,38,Lucknow,Uttar Pradesh,North,Microwave,Appliances,Kitchen Appliances,Arjun Patel,2,21500.0,25,32250.0,-3377.21,Net Banking,Returned,Returned
ORD00078,2025-10-12,Rohan Joshi,Female,35,Delhi,Delhi,North,Dining Table,Furniture,Dining,Diya Patel,1,20900.0,0,0.0,0.0,Net Banking,Cancelled,Cancelled
ORD00079,2025-02-22,Kabir Patel,Female,52,Pune,Maharashtra,West,Smartwatch,Accessories,Wearables,Anaya Joshi,3,6500.0,10,17550.0,2772.64,Net Banking,Completed,Delivered
ORD00080,2025-08-25,Kabir Verma,Male,56,Hyderabad,Telangana,South,Backpack,Fashion,Bags,Kabir Joshi,2,2900.0,25,4350.0,491.64,UPI,Completed,Delivered
ORD00081,2025-12-07,Diya Verma,Female,53,Mysuru,Karnataka,South,Jeans,Fashion,Clothing,Kabir Joshi,4,1700.0,20,5440.0,464.58,UPI,Completed,Delivered
ORD00082,2025-01-27,Riya Kapoor,Male,48,Bhopal,Madhya Pradesh,Central,Refrigerator,Appliances,Kitchen Appliances,Ishita Shah,1,48400.0,15,0.0,0.0,Debit Card,Cancelled,Cancelled
ORD00083,2025-07-09,Aarav Patel,Female,19,Surat,Gujarat,West,Bed,Furniture,Bedroom,Ishita Shah,5,43900.0,5,0.0,0.0,Debit Card,Cancelled,Cancelled
ORD00084,2025-08-15,Arjun Verma,Female,51,Chandigarh,Chandigarh,North,Television,Electronics,Home Entertainment,Arjun Patel,3,40900.0,10,110430.0,10627.5,Debit Card,Completed,Delivered
ORD00085,2025-06-03,Diya Shah,Female,26,Pune,Maharashtra,West,Laptop,Electronics,Computers,Kabir Joshi,2,46200.0,5,87780.0,13992.03,Credit Card,Completed,In Transit
ORD00086,2025-01-12,Ishita Patel,Male,54,Ahmedabad,Gujarat,West,Office Chair,Furniture,Office,Aarav Shah,2,10400.0,0,20800.0,3201.62,UPI,Completed,Delivered
ORD00087,2025-07-17,Aarav Singh,Female,42,Bengaluru,Karnataka,South,Backpack,Fashion,Bags,Diya Patel,4,2800.0,20,0.0,0.0,Credit Card,Cancelled,Cancelled
ORD00088,2025-09-27,Riya Singh,Male,24,Lucknow,Uttar Pradesh,North,Sofa,Furniture,Living Room,Kabir Joshi,5,51800.0,0,259000.0,19029.97,UPI,Completed,Delivered
ORD00089,2025-04-13,Rohan Patel,Male,31,Jaipur,Rajasthan,North,Watch,Accessories,Watches,Meera Mehta,3,14200.0,10,38340.0,-1339.58,UPI,Returned,Returned
ORD00090,2025-07-29,Anaya Desai,Male,33,Chennai,Tamil Nadu,South,Smartphone,Electronics,Mobiles,Riya Desai,3,48900.0,10,132030.0,16426.59,Net Banking,Completed,In Transit
ORD00091,2025-04-06,Diya Verma,Male,56,Surat,Gujarat,West,Headphones,Electronics,Accessories,Anaya Joshi,2,7900.0,0,0.0,0.0,UPI,Cancelled,Cancelled
ORD00092,2025-03-06,Arjun Joshi,Female,20,Bhopal,Madhya Pradesh,Central,Bed,Furniture,Bedroom,Meera Mehta,1,39900.0,5,37905.0,5681.03,UPI,Completed,Delivered
ORD00093,2025-12-10,Aarav Shah,Female,29,Mumbai,Maharashtra,West,Watch,Accessories,Watches,Riya Desai,5,2100.0,0,10500.0,-357.62,Cash,Returned,Returned
ORD00094,2025-07-18,Diya Shah,Female,21,Pune,Maharashtra,West,Office Chair,Furniture,Office,Meera Mehta,4,9800.0,20,31360.0,-2636.49,Net Banking,Returned,Returned
ORD00095,2025-09-18,Ishita Desai,Female,40,Chandigarh,Chandigarh,North,Running Shoes,Fashion,Footwear,Aarav Shah,2,1800.0,10,3240.0,240.53,Credit Card,Completed,Delivered
ORD00096,2025-09-26,Rohan Kapoor,Female,42,Patna,Bihar,East,Backpack,Fashion,Bags,Kabir Joshi,5,1800.0,10,8100.0,1137.91,Net Banking,Completed,Delivered
ORD00097,2025-06-19,Diya Joshi,Male,32,Pune,Maharashtra,West,Smartphone,Electronics,Mobiles,Meera Mehta,3,58500.0,5,166725.0,18667.86,Net Banking,Completed,Delivered
ORD00098,2025-02-06,Riya Patel,Female,30,Mysuru,Karnataka,South,Smartphone,Electronics,Mobiles,Vivaan Desai,4,31800.0,5,0.0,0.0,Net Banking,Cancelled,Cancelled
ORD00099,2025-08-25,Meera Mehta,Male,23,Kochi,Kerala,South,Microwave,Appliances,Kitchen Appliances,Meera Mehta,5,15700.0,10,70650.0,8779.78,Cash,Completed,Delivered
ORD00100,2025-06-04,Anaya Singh,Female,24,Jaipur,Rajasthan,North,Laptop,Electronics,Computers,Vivaan Desai,3,79700.0,15,203235.0,16468.07,Net Banking,Completed,Delayed
ORD00101,2025-08-12,Arjun Patel,Male,44,Chandigarh,Chandigarh,North,Dining Table,Furniture,Dining,Aarav Shah,2,47300.0,5,89870.0,14049.89,Credit Card,Completed,In Transit
ORD00102,2025-08-21,Arjun Patel,Female,51,Jaipur,Rajasthan,North,Smartphone,Electronics,Mobiles,Vivaan Desai,4,12500.0,15,42500.0,-2358.79,UPI,Returned,Returned
ORD00103,2025-01-22,Ishita Shah,Female,35,Mumbai,Maharashtra,West,Smartwatch,Accessories,Wearables,Diya Patel,4,3600.0,5,13680.0,2055.12,Net Banking,Completed,Delivered
ORD00104,2025-03-20,Ishita Singh,Female,28,Lucknow,Uttar Pradesh,North,Bed,Furniture,Bedroom,Riya Desai,4,43100.0,10,155160.0,8253.94,UPI,Completed,Delivered
ORD00105,2025-09-28,Kabir Singh,Male,46,Surat,Gujarat,West,Jeans,Fashion,Clothing,Anaya Joshi,2,5000.0,10,0.0,0.0,Cash,Cancelled,Cancelled
ORD00106,2025-12-23,Vivaan Singh,Male,37,Lucknow,Uttar Pradesh,North,Jeans,Fashion,Clothing,Ishita Shah,4,3700.0,5,14060.0,2463.6,Debit Card,Completed,Delivered
ORD00107,2025-01-12,Kabir Verma,Female,32,Pune,Maharashtra,West,Headphones,Electronics,Accessories,Meera Mehta,3,3900.0,20,9360.0,727.31,UPI,Completed,Delivered
ORD00108,2025-02-15,Meera Joshi,Male,42,Bhopal,Madhya Pradesh,Central,Microwave,Appliances,Kitchen Appliances,Arjun Patel,3,22200.0,15,56610.0,8694.37,UPI,Completed,Delivered
ORD00109,2025-12-10,Vivaan Patel,Female,28,Hyderabad,Telangana,South,Smartwatch,Accessories,Wearables,Aarav Shah,4,11200.0,5,42560.0,2483.26,UPI,Completed,Delivered
ORD00110,2025-03-29,Ishita Mehta,Male,34,Kochi,Kerala,South,Watch,Accessories,Watches,Kabir Joshi,3,10900.0,20,26160.0,-2922.17,Credit Card,Returned,Returned
ORD00111,2025-03-18,Aarav Shah,Female,43,Lucknow,Uttar Pradesh,North,Jacket,Fashion,Clothing,Ishita Shah,4,6200.0,10,22320.0,2063.26,UPI,Completed,Delivered
ORD00112,2025-11-13,Meera Mehta,Male,23,Nagpur,Maharashtra,West,Air Conditioner,Appliances,Cooling,Kabir Joshi,2,64500.0,15,109650.0,6069.55,Net Banking,Completed,Delivered
ORD00113,2025-03-25,Arjun Mehta,Female,21,Delhi,Delhi,North,Sofa,Furniture,Living Room,Ishita Shah,2,66400.0,20,106240.0,16384.83,Cash,Completed,Delivered
ORD00114,2025-08-31,Kabir Desai,Female,36,Vadodara,Gujarat,West,Sofa,Furniture,Living Room,Arjun Patel,4,55200.0,0,220800.0,-18413.63,Credit Card,Returned,Returned
ORD00115,2025-02-06,Rohan Kapoor,Female,58,Chennai,Tamil Nadu,South,Microwave,Appliances,Kitchen Appliances,Rohan Mehta,5,21200.0,15,90100.0,6398.67,UPI,Completed,Delivered
ORD00116,2025-01-24,Vivaan Singh,Female,54,Chandigarh,Chandigarh,North,Headphones,Electronics,Accessories,Anaya Joshi,5,1500.0,0,7500.0,1194.44,Debit Card,Completed,Delivered
ORD00117,2025-09-19,Diya Singh,Male,59,Patna,Bihar,East,Watch,Accessories,Watches,Rohan Mehta,1,8400.0,10,7560.0,1090.78,Credit Card,Completed,Delivered
ORD00118,2025-01-14,Arjun Patel,Female,19,Hyderabad,Telangana,South,Headphones,Electronics,Accessories,Arjun Patel,5,4300.0,15,18275.0,1226.32,Credit Card,Completed,Delivered
ORD00119,2025-05-10,Kabir Joshi,Male,23,Nagpur,Maharashtra,West,Running Shoes,Fashion,Footwear,Aarav Shah,1,2900.0,20,2320.0,-177.09,Credit Card,Returned,Returned
ORD00120,2025-04-28,Riya Mehta,Female,33,Surat,Gujarat,West,Headphones,Electronics,Accessories,Riya Desai,5,1100.0,10,4950.0,331.72,Credit Card,Completed,Delayed
ORD00121,2025-05-01,Anaya Joshi,Male,54,Hyderabad,Telangana,South,Sofa,Furniture,Living Room,Vivaan Desai,1,39700.0,10,35730.0,5069.41,Credit Card,Completed,Delivered
ORD00122,2025-11-30,Anaya Patel,Female,26,Bhopal,Madhya Pradesh,Central,Backpack,Fashion,Bags,Vivaan Desai,4,2500.0,20,8000.0,-388.21,Net Banking,Returned,Returned
ORD00123,2025-08-30,Anaya Desai,Female,60,Ahmedabad,Gujarat,West,Headphones,Electronics,Accessories,Diya Patel,5,7500.0,5,35625.0,4489.01,UPI,Completed,Delivered
ORD00124,2025-08-22,Anaya Verma,Female,25,Delhi,Delhi,North,T-Shirt,Fashion,Clothing,Diya Patel,3,1500.0,15,3825.0,253.77,UPI,Completed,Delivered
ORD00125,2025-04-24,Riya Kapoor,Female,34,Jaipur,Rajasthan,North,Washing Machine,Appliances,Laundry Appliances,Riya Desai,5,63300.0,5,300675.0,47793.79,Net Banking,Completed,Delayed
ORD00126,2025-03-10,Vivaan Verma,Male,43,Jaipur,Rajasthan,North,Backpack,Fashion,Bags,Diya Patel,4,1200.0,15,4080.0,562.82,Net Banking,Completed,Delivered
ORD00127,2025-04-12,Anaya Patel,Female,21,Nagpur,Maharashtra,West,Sofa,Furniture,Living Room,Ishita Shah,1,37400.0,20,29920.0,1847.94,Credit Card,Completed,Delivered
ORD00128,2025-08-01,Arjun Shah,Male,18,Surat,Gujarat,West,Watch,Accessories,Watches,Riya Desai,5,12300.0,10,55350.0,5470.65,Credit Card,Completed,Delivered
ORD00129,2025-04-20,Rohan Verma,Female,27,Chandigarh,Chandigarh,North,Laptop,Electronics,Computers,Diya Patel,1,66800.0,10,60120.0,-2199.65,Credit Card,Returned,Returned
ORD00130,2025-10-27,Vivaan Singh,Female,32,Vadodara,Gujarat,West,Microwave,Appliances,Kitchen Appliances,Arjun Patel,2,15600.0,0,31200.0,2001.77,Cash,Completed,Delivered
ORD00131,2025-07-22,Kabir Joshi,Male,32,Kochi,Kerala,South,Bed,Furniture,Bedroom,Anaya Joshi,3,37000.0,15,94350.0,4810.26,Net Banking,Completed,Delivered
ORD00132,2025-05-24,Rohan Verma,Female,53,Chandigarh,Chandigarh,North,Smartphone,Electronics,Mobiles,Diya Patel,5,44700.0,10,201150.0,-11597.52,Credit Card,Returned,Returned
ORD00133,2025-11-08,Arjun Singh,Male,59,Chennai,Tamil Nadu,South,Television,Electronics,Home Entertainment,Riya Desai,2,32900.0,5,62510.0,4599.92,Net Banking,Completed,Delivered
ORD00134,2025-08-08,Vivaan Kapoor,Male,43,Patna,Bihar,East,Television,Electronics,Home Entertainment,Kabir Joshi,1,49300.0,10,44370.0,2233.4,Debit Card,Completed,Delivered
ORD00135,2025-12-11,Arjun Patel,Female,36,Bengaluru,Karnataka,South,Microwave,Appliances,Kitchen Appliances,Anaya Joshi,1,11300.0,15,9605.0,1394.21,UPI,Completed,In Transit
ORD00136,2025-10-20,Aarav Kapoor,Male,52,Kochi,Kerala,South,Refrigerator,Appliances,Kitchen Appliances,Arjun Patel,1,61100.0,20,0.0,0.0,Credit Card,Cancelled,Cancelled
ORD00137,2025-02-11,Diya Mehta,Female,56,Bengaluru,Karnataka,South,Sofa,Furniture,Living Room,Kabir Joshi,5,47700.0,10,214650.0,18393.41,Debit Card,Completed,Delivered
ORD00138,2025-08-17,Anaya Verma,Male,53,Delhi,Delhi,North,Jeans,Fashion,Clothing,Rohan Mehta,3,3500.0,10,0.0,0.0,Credit Card,Cancelled,Cancelled
ORD00139,2025-08-18,Vivaan Verma,Female,20,Ahmedabad,Gujarat,West,Washing Machine,Appliances,Laundry Appliances,Ishita Shah,1,47000.0,10,42300.0,2486.8,UPI,Completed,In Transit
